id_pelicula,titulo,autor,contenido,fecha
762975,Corazones malheridos,Carson Timar,"Failing in every aspect with a frustratingly problematic screenplay, horrendous performances, and cheap filmmaking; there is almost nothing to like or respect about this project that is sure to be lost to the Netflix algorithm within a week.",2022-08-09
762975,Corazones malheridos,Tatat Bunnag,"It's not exactly the most inspiring romance I've seen as most of what happens in the story can easily be seen coming, which is kind of disappointing, but it's somewhat saved by the performances of its characters and the musical subplot.",2022-08-05
762975,Corazones malheridos,Natasha Alvar,"While Carson and Galitzine have good romantic chemistry together, that isn't enough to make up for a lackluster narrative.",2022-08-04
762975,Corazones malheridos,Betty Jo Tucker,The young co-stars of Purple Hearts -- revelatory in their parts.,2022-08-03
762975,Corazones malheridos,Jennifer Green,This film is formulaic but its actors and central love story do enough to sustain its nearly two-hour run time.,2022-08-02
762975,Corazones malheridos,John Serba,"Purple Hearts is too much soap-op, not enough special-op.",2022-08-01
762975,Corazones malheridos,Mark Jackson,"Purple Hearts succeeds in making America's political left and right equally irritating at first, but you know you’re in a country leaning heavily towards communism when both sides team up and start trying to game the system. Not a bad watch at all.",2022-07-31
762975,Corazones malheridos,Luke Y. Thompson,"...both Carson and Galitzine are beautiful people—presumably one of the film’s primary draws—but their love scenes convey neither heat nor emotional substance, and consequently aren’t much fun to watch.",2022-07-31
762975,Corazones malheridos,Jordan Lyon,"The nice part of Purple Hearts is that it moves away from the cheesiness of other romance films. Instead, it brings some real-life issues and blends them into the neat little story that Purple Hearts tells its audience in just over two hours.",2022-07-30
762975,Corazones malheridos,Diksha Sundriyal,"For all the relevant issues that the film tries to focus on, it never succeeds in moving beyond the superficiality of its endeavor.",2022-07-30
762975,Corazones malheridos,David Ehrlich,This super-cheap Netflix Original is so determined to satisfy the algorithm that it would lack any coherent sense of self if not for the fact that it was chiefly designed as a star vehicle for Disney Channel grad Sofia Carson.,2022-07-29
930094,"Rojo, blanco y sangre azul",Francesca Steele,"Mostly, it’s just a lot of fun, with a romance you can root for and a prince whose fairy tale ending feels satisfyingly uncomplicated.",2024-12-11
930094,"Rojo, blanco y sangre azul",Clotilde Chinnici,"Most importantly, the movie was able to capture what I loved the most about Red, White & Royal Blue: the fact that it is not just another romantic comedy.",2024-09-15
930094,"Rojo, blanco y sangre azul",Romey Norton,"Red, White and Royal Blue as a whole is two hours of cheesy relationship drama, and certainly is made for those audiences who love tacky story-lines with no historical accuracy.",2024-07-22
930094,"Rojo, blanco y sangre azul",Alex Valencia,"With amazing performances from the entire cast, a thoughtful script that stays as true to its source material as possible, and a love story that will make you swoon Red, White, & Royal Blue is without a doubt the rom-com of the summer.",2024-07-16
930094,"Rojo, blanco y sangre azul",Udita Jhunjhunwala,"If Red, White & Royal Blue sounds inelegant and feeble, it is.",2024-06-24
930094,"Rojo, blanco y sangre azul",Susan Granger,There's a charming contemporary LGBTQ+ twist to this snappy slapstick romantic comedy that's also sweetly sappy.,2023-09-26
930094,"Rojo, blanco y sangre azul",Todd Jorgenson,"Requiring an outrageous suspension of disbelief in its contrived fairy-tale premise, this romantic comedy can’t muster enough laughs or heart to pay off any emotional investment.",2023-09-15
930094,"Rojo, blanco y sangre azul",Brandon Judell,"Imagine the Hallmark Channel making soft-core porn and you pretty much have it: yearning, orgasmic faces, but no crotch shots. The acting varies in believability as does the script, but the leads are beautiful, especially when dancing among nude statuary.",2023-09-11
930094,"Rojo, blanco y sangre azul",Jennifer Green,"A couple of quieter sequences offer a bit more character insight, and one sex scene is shot in notably tender detail, but none of that feels like the film's real ambition.",2023-09-05
930094,"Rojo, blanco y sangre azul",Ben Turner,"Romantic, frothy, sexy and fun, this is a delightfully saccharine diversion, but its only real substance comes from the connection between its picture-perfect heroes.",2023-09-03
930094,"Rojo, blanco y sangre azul",Caroline Siede,Was this a great movie? No. Did I have fun watching it? Sure!,2023-09-02
930094,"Rojo, blanco y sangre azul",Ruben Peralta Rigaud,The film doesn't have much to tell. [Full review in Spanish],2023-08-31
930094,"Rojo, blanco y sangre azul",Andrea Thompson,This groundbreaking love story deserved better.,2023-08-26
930094,"Rojo, blanco y sangre azul",Terence Johnson,"Not trying to rock the boat can certainly lead to a boring film, but this movie is steadfast and solid and should give viewers the cuteness with a dash of steam they’re looking for.",2023-08-26
930094,"Rojo, blanco y sangre azul",Aaron Neuwirth,"It’s a harmless farce, with Perez and Galitzine working well enough together. The inserted drama is pretty shallow. It’s shot like a TV sitcom with slightly bigger rooms. Still, in the realm of high-concept romcoms, it’s likable enough.",2023-08-23
930094,"Rojo, blanco y sangre azul",Brian Viner,"... The film, trying both to be a comedy and a proud LGBTQ statement, falls splat between two thrones.",2023-08-22
930094,"Rojo, blanco y sangre azul",Lissete Lanuza Sáenz,"Red, White & Royal Blue is the kind of rom-com that makes you believe that somewhere out there, there is someone for you too. There’s no bigger compliment for the genre than that.",2023-08-22
930094,"Rojo, blanco y sangre azul",Joe Lipsett,"Despite stars Taylor Zakhar Perez and Nicholas Galitzine's best efforts, there's no romantic electricity here. Throw in cheap production values and a undercooked queer-revenge villain and the film is sadly undercooked.",2023-08-22
930094,"Rojo, blanco y sangre azul",Christy Lemire,I had a big smile on my face for quite a lot of it.,2023-08-18
930094,"Rojo, blanco y sangre azul",Alonso Duralde,"If you like the movie, you should go back and read the book, because there will be new and different stuff you haven't seen before... If you like the book, I think the movie does a pretty good job of delivering the stuff you want from it.",2023-08-18
